country,city,lat,lon,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,population,total_city,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
united states,torrance,33.8358492,-118.3406288,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,147195,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
united states,anchorage,61.2180556,-149.9002778,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,298192,9,2,NA,1,1,1,1,1,1,NA,1
saudi arabia,jeddah,21.485811,39.1925048,Asia,Western Asia,Developing economies,53693,1.78E+12,0.857,0.747155,3430697,33,1,2,7,6,2,2,3,2,3,5
united states,akron,41.0814447,-81.5190053,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,197633,12,NA,NA,1,3,1,1,1,2,2,1
venezuela,caracas,10.4805937,-66.9036063,Americas,South America,Developing economies,18102,5.44E+11,0.726,-0.655229,2082130,14,NA,3,1,1,1,NA,2,1,2,3
brazil,raposos,-19.9672343,-43.8078674,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,santa cruz,36.9741171,-122.0307963,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,177556,10,NA,NA,1,3,NA,2,2,NA,1,1
thailand,bangkok,13.7563309,100.5017651,Asia,South-eastern Asia,Developing economies,17917,1.24E+12,0.765,0.711704,8750600,39,1,3,4,2,2,1,5,5,10,6
united states,miami,25.7616798,-80.1917902,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,453579,37,NA,2,4,8,7,6,4,4,NA,2
united states,oakland,37.8043514,-122.2711639,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,420005,10,NA,1,3,NA,1,1,2,NA,1,1
canada,waterloo,43.4642578,-80.5204096,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,115921,13,NA,1,2,3,NA,NA,1,3,1,2
united states,pittsburgh,40.4406248,-79.9958864,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,303625,47,1,4,4,2,1,3,6,6,9,11
united states,boston,42.3317642,-71.1211635,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,673184,21,NA,1,1,2,5,5,3,3,1,NA
canada,nelson,49.4928119,-117.2948343,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,11779,13,NA,1,1,2,3,2,1,2,1,NA
india,ahmedabad,23.022505,72.5713621,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,5375000,33,2,2,3,2,1,1,4,3,6,9
united states,detroit,42.331427,-83.0457538,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,672795,18,1,1,2,2,2,2,2,2,2,2
canada,north vancouver,49.3199816,-123.0724139,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,nether providence township,39.8932884,-75.3630796,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
brazil,goiania,-16.6868982,-49.2648114,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,1448639,23,NA,NA,2,10,5,2,2,1,NA,1
united states,charleston,32.7764749,-79.9310512,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,134385,12,NA,NA,2,NA,3,2,1,2,2,NA
canada,surrey,49.1913466,-122.8490125,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,568158,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
united states,grand rapids,42.9633599,-85.6680863,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,196445,18,NA,NA,5,3,3,3,1,1,1,1
indonesia,ubud,-8.5068536,115.2624778,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",10,NA,NA,1,1,2,2,1,1,1,1
argentina,mendoza,-32.8894587,-68.8458386,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,893000,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA
south korea,incheon,37.4562557,126.7052062,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,2923047,26,NA,1,3,2,5,4,3,4,3,1
united states,chicago,41.8781136,-87.6297982,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,2704958,92,NA,3,9,7,11,7,11,13,17,14
united states,arlington,38.8816208,-77.0909809,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,392772,21,NA,4,1,NA,3,2,2,5,3,1
south korea,jinju-si,35.1799817,128.1076213,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,"NA",3,NA,1,1,NA,NA,NA,1,NA,NA,NA
united states,columbus,39.9611755,-82.9987942,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,197485,53,1,2,4,11,10,5,3,6,5,6
united states,santa monica,34.0194543,-118.4911912,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,92306,29,NA,3,4,6,6,1,7,1,NA,1
china,harbin,45.803775,126.534967,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,5282083,14,NA,NA,2,2,1,1,2,1,3,2
china,zhengzhou,34.746611,113.625328,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,2636000,16,NA,NA,1,NA,2,3,3,4,2,1
united states,east hampton,40.9634335,-72.1848009,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16050,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA
china,wuhan,30.592849,114.305539,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,11081000,25,NA,NA,3,2,5,NA,5,2,5,3
china,nanjing,32.060255,118.796877,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,8230000,38,NA,NA,2,8,5,4,4,5,7,3
china,tianjin,39.3433574,117.3616476,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,12784000,38,NA,NA,4,6,5,4,3,5,7,4
united states,hilo,19.7241106,-155.0868193,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,45703,8,NA,NA,3,2,2,NA,NA,NA,NA,1
malaysia,kuala lumpur,3.139003,101.686855,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,1824323,40,1,1,4,4,6,4,3,5,4,8
china,qingdao,36.067108,120.382609,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,2866000,30,NA,NA,2,NA,2,NA,2,2,11,11
brazil,campinas,-22.9329252,-47.073845,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,1173370,29,NA,NA,3,7,7,3,5,3,NA,1
china,jinan,36.6512,117.120095,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,2798000,10,NA,NA,1,NA,1,4,NA,2,NA,2
china,zhangjiakou,40.767544,114.886335,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,1046000,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
china,shenyang,41.805699,123.431472,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,4787000,7,NA,NA,3,NA,NA,1,NA,NA,2,1
china,luoyang,34.620202,112.453926,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,1715000,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,tucson,32.2226066,-110.9747108,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,530706,50,NA,1,4,3,8,7,6,6,10,5
united states,somerville,42.3875968,-71.0994968,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,81360,5,NA,NA,1,1,NA,1,NA,1,NA,1
united states,ithaca,42.4439614,-76.5018807,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,55439,8,NA,1,1,NA,1,1,1,NA,2,1
china,xian,34.341574,108.93977,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,8705600,27,NA,NA,2,NA,3,1,5,6,5,5
south korea,seongnam-si,37.4449168,127.1388684,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,942000,13,NA,NA,1,5,4,2,NA,NA,1,NA
hong kong,kowloon,22.3055658,114.1887233,Asia,Eastern Asia,Developing economies,61500,4.56E+11,"NA","NA",2265100,5,NA,1,2,NA,1,1,NA,NA,NA,NA
china,chengde shi,40.702468,117.233702,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,"NA",2,NA,NA,1,1,NA,NA,NA,NA,NA,NA
united states,bloomington,39.165325,-86.5263857,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,134892,27,NA,1,3,1,4,3,4,4,3,4
venezuela,maracay,10.2441931,-67.6066164,Americas,South America,Developing economies,18102,5.44E+11,0.726,-0.655229,419052,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA
united states,lincoln,40.813616,-96.7025955,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,280364,25,NA,NA,1,6,6,3,2,2,3,2
mexico,san miguel de allende,20.9144491,-100.745235,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,19636,13,NA,2,4,3,1,1,NA,2,NA,NA
kyrgyzstan,bishkek,42.8746212,74.5697617,Asia,Central Asia,Transition economies,3734,23141637562,0.674,-0.286814,976734,8,NA,NA,1,2,2,1,NA,2,NA,NA
united states,daytona beach,29.2108147,-81.0228331,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,68055,5,NA,NA,1,2,1,NA,1,NA,NA,NA
united states,burlington,44.4758825,-73.212072,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,127374,12,NA,1,1,1,NA,1,3,2,1,2
barbados,bridgetown,13.1059816,-59.6131741,Americas,Caribbean,Developing economies,18526,5302755008,0.813,"NA",191152,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,scotts valley,37.0510595,-122.0146841,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,11945,2,NA,NA,1,NA,NA,NA,NA,NA,NA,1
south korea,gwangju,35.1595454,126.8526012,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,1500977,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,carbondale,37.7272727,-89.2167501,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,67807,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
iraq,baghdad,33.315241,44.3660671,Asia,Western Asia,Developing economies,17415,6.54E+11,0.689,"NA",286036,22,NA,NA,2,6,3,1,2,2,2,4
united states,stanwood,48.2410895,-122.3706837,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,7161,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,seminole,27.8397466,-82.7912134,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,18576,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
jordan,amman,31.9539494,35.910635,Asia,Western Asia,Developing economies,9130,89283185655,0.723,-0.149852,3728346,26,NA,NA,6,8,5,2,1,NA,1,3
brazil,juiz de fora,-21.7623644,-43.3436917,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,559636,4,NA,NA,1,NA,1,NA,1,NA,NA,1
united states,el segundo,33.9191799,-118.4164652,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16853,11,NA,NA,4,4,2,NA,NA,1,NA,NA
japan,sendai,38.268195,140.869418,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,1082159,12,NA,NA,1,1,NA,1,1,1,4,3
china,wuxi,31.491169,120.31191,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,1749000,9,NA,NA,3,2,NA,NA,1,NA,1,2
united states,urbana,40.1105875,-88.2072697,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,41989,4,NA,NA,1,NA,NA,NA,NA,1,1,1
azerbaijan,baku,40.4092617,49.8670924,Asia,Western Asia,Transition economies,17525,1.73E+11,0.754,-0.654587,2254175,23,NA,1,3,2,2,1,3,3,4,4
aruba,oranjestad,12.5092044,-70.0086306,Americas,Caribbean,Developing economies,39455,4157176527,0.934,1.30343,28295,9,NA,NA,1,NA,NA,NA,5,2,NA,1
indonesia,yogyakarta,-7.7955798,110.3694896,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,427801,5,NA,NA,2,1,1,NA,NA,NA,NA,1
mexico,tijuana,32.5149469,-117.0382471,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,1696923,19,NA,NA,4,3,4,2,1,2,2,1
united states,stillwater,36.1156071,-97.0583681,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,48550,14,NA,1,1,2,1,NA,3,6,NA,NA
uruguay,montevideo,-34.9011127,-56.1645314,Americas,South America,Developing economies,22728,78108553378,0.808,0.207869,1381946.48,13,NA,1,2,2,1,2,1,1,1,2
philippines,makati,14.554729,121.0244452,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,582602,4,NA,NA,1,NA,NA,NA,NA,1,2,NA
indonesia,bandung,-6.9174639,107.6191228,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,2525220,24,NA,1,8,5,5,NA,2,2,NA,1
united states,newark,40.735657,-74.1723667,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,281764,19,NA,NA,1,2,3,1,2,3,2,5
united states,tempe,33.4255104,-111.9400054,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,182498,19,NA,2,5,4,3,NA,NA,2,2,1
united states,honolulu,21.3069444,-157.8583333,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,351792,22,NA,1,3,5,3,4,2,3,NA,1
south korea,daejeon,36.3504119,127.3845475,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,1535028,66,NA,1,5,16,18,9,7,6,2,2
united states,irvine,33.6845673,-117.8265049,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,266122,30,NA,NA,2,5,5,4,4,3,3,4
united states,houston,29.7604267,-95.3698028,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,2303482,78,NA,4,15,9,9,6,10,10,8,7
united states,spring lake,43.0769625,-86.1969971,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,12580,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
indonesia,south tangerang,-6.2835218,106.7112933,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",5,NA,NA,1,1,NA,1,1,1,NA,NA
canada,kentville,45.0769115,-64.4944735,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",10,NA,NA,2,6,1,NA,NA,1,NA,NA
united states,jersey city,40.7177545,-74.0431435,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,264152,17,NA,NA,1,1,4,3,3,4,NA,1
united states,new york,40.7282239,-73.7948516,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,8622698,4,NA,NA,1,NA,2,NA,NA,NA,NA,1
united states,loveland,40.3977612,-105.0749801,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,76701,5,NA,NA,1,1,1,1,1,NA,NA,NA
philippines,manila,14.5995124,120.9842195,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,1780148,14,NA,NA,1,1,1,NA,5,3,1,2
united states,minneapolis,44.977753,-93.2650108,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,413651,28,NA,1,1,3,4,5,2,5,4,3
brazil,canoas,-29.9188183,-51.1585398,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,342634,3,NA,NA,NA,1,NA,NA,NA,1,1,NA
canada,kitchener,43.4516395,-80.4925337,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,254740,10,NA,1,2,1,3,2,NA,NA,1,NA
united states,amherst,42.3732216,-72.5198537,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,125024,12,NA,NA,1,2,3,1,2,2,NA,1
united states,los angeles,34.1395597,-118.3870991,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,3884307,3,NA,NA,NA,1,NA,NA,NA,NA,1,1
united states,bozeman,45.6769979,-111.0429339,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,53949,7,NA,NA,NA,1,1,1,1,1,1,1
united states,norman,35.2225668,-97.4394777,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,122180,12,NA,NA,NA,4,3,1,1,1,1,1
india,jammu,31.2409151,77.0346773,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",3,NA,NA,NA,1,NA,NA,NA,NA,NA,2
georgia,tbilisi,41.7151377,44.827096,Asia,Western Asia,Transition economies,10674,39793370089,0.786,-0.0587891,1113800,20,NA,NA,NA,2,5,3,2,4,2,2
united arab emirates,abu dhabi,24.453884,54.3773438,Asia,Western Asia,Developing economies,73356,6.96E+11,0.866,0.128674,527000,27,NA,1,2,1,4,1,1,4,5,8
united states,holland,42.7875235,-86.1089301,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,100885,4,NA,NA,NA,1,1,NA,1,NA,1,NA
brazil,sao carlos,-22.0087082,-47.8909263,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,243765,3,NA,NA,NA,1,NA,NA,NA,1,NA,1
thailand,chiang mai,18.7952876,98.9620002,Asia,South-eastern Asia,Developing economies,17917,1.24E+12,0.765,0.711704,397211,25,NA,NA,1,5,3,8,1,3,2,2
united states,marquette,46.5436199,-87.3953713,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,26029,3,NA,NA,NA,1,NA,1,NA,NA,NA,1
brazil,nitera,-22.8859267,-43.1152587,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,497883,3,NA,NA,NA,1,NA,NA,NA,NA,1,1
united states,prescott valley,34.6100243,-112.315721,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,97066,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,hartford,41.7658043,-72.6733723,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,123243,6,NA,NA,NA,2,1,NA,1,NA,1,1
jordan,ma'an,30.1926637,35.7249409,Asia,Western Asia,Developing economies,9130,89283185655,0.723,-0.149852,50350,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA
japan,uji,34.8845134,135.7997037,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,184678,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,providence,41.8239891,-71.4128343,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,179219,18,NA,NA,1,4,3,2,2,2,2,2
united states,swarthmore,39.9020565,-75.3499123,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,6257,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
jordan,irbid,32.5568095,35.846887,Asia,Western Asia,Developing economies,9130,89283185655,0.723,-0.149852,542884,4,NA,NA,1,2,NA,NA,NA,NA,NA,1
canada,burlington,43.3255196,-79.7990319,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,189204,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
argentina,neuquen,-38.9516784,-68.0591888,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,242092,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA
georgia,marneuli,41.4689396,44.785078,Asia,Western Asia,Transition economies,10674,39793370089,0.786,-0.0587891,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
canada,kelowna,49.8879519,-119.4960106,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,138513,10,NA,NA,NA,1,1,1,2,NA,1,4
pakistan,islamabad,33.6844202,73.0478848,Asia,Southern Asia,Developing economies,5249,1.09E+12,0.56,-0.859978,1014825,55,NA,1,2,8,18,4,3,5,5,9
united states,rockford,42.2711311,-89.0939952,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,147651,3,NA,NA,NA,1,1,NA,NA,NA,NA,1
united states,bentonville,36.3728538,-94.2088172,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,49298,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA
el salvador,san salvador,13.6929403,-89.2181911,Americas,Central America,Developing economies,7973,50931018430,0.667,-0.336211,238244,6,NA,NA,NA,1,NA,2,2,1,NA,NA
hong kong,hong kong island,22.2781828,114.1586506,Asia,Eastern Asia,Developing economies,61500,4.56E+11,"NA","NA",1252100,80,NA,NA,3,9,9,10,13,10,16,10
united states,felton,37.0494418,-122.0567556,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,sugar land,29.5984434,-95.6225521,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,88485,11,NA,NA,NA,5,3,NA,NA,1,1,1
brazil,belo horizonte,-19.9166813,-43.9344931,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,2513451,15,NA,NA,2,3,3,3,NA,1,NA,3
pakistan,karachi,24.8607343,67.0011364,Asia,Southern Asia,Developing economies,5249,1.09E+12,0.56,-0.859978,14910352,42,NA,1,3,9,5,4,3,8,5,4
india,coimbatore,11.0168445,76.9558321,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,1696000,32,NA,1,1,3,5,3,2,4,5,8
japan,shibuya city,35.6619707,139.703795,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",12,NA,NA,NA,1,2,1,2,2,2,2
united states,palo alto,37.4418834,-122.1430195,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,67178,25,NA,3,3,2,2,1,2,2,4,6
argentina,tucuman,-26.8221127,-65.2192903,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,nashville,36.1626638,-86.7816016,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,660388,25,NA,2,3,2,2,2,4,3,3,4
united states,wales,65.6091667,-168.0874999,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
japan,kyoto,35.011564,135.7681489,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,1475183,23,NA,NA,NA,1,4,2,3,2,5,6
united states,aspen,39.1910983,-106.8175387,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,8521,3,NA,NA,NA,1,1,NA,1,NA,NA,NA
